average_wind_speed_mps,average_wind_dir_deg,Factorized_Mean
3.264,90.0,6.256230376842754
3.3335,106.875,6.463916120764778
3.1945,67.5,6.0509628046368045
3.61125,56.25,7.317609165134067
5.20825,67.5,12.90839733231194
4.72225,78.75,11.089983798396856
3.1944999999999997,45.0,6.050962804636804
5.0695,73.125,12.379296000736701
4.653,61.875,10.838925504928449
4.514,50.625,10.341187435528802
4.6530000000000005,78.75,10.838925504928453
5.416499999999999,73.125,13.717155395686008
4.65275,61.875,10.83802285683589
4.5832500000000005,73.125,10.588123493854917
3.5415,73.125,7.099703819600222
3.40275,61.875,6.673237261632509
4.3055,67.5,9.610291701625751
2.77775,56.25,4.872191976121332
3.54175,129.375,7.100480662360756
2.91675,101.25,5.255254710189245
3.6112499999999996,61.875,7.317609165134066
4.375,56.25,9.851809123748527
