Layout_x,Layout_y
0.0,0
260.0,0
520.0,0
780.0,0
1040.0,0
1300.0,0
1560.0,0
1820.0,0
2080.0,0
2340.0,0
130.0,260
390.0,260
650.0,260
910.0,260
1170.0,260
1430.0,260
1690.0,260
1950.0,260
2210.0,260
2470.0,260
0.0,520
260.0,520
520.0,520
780.0,520
1040.0,520
1300.0,520
1560.0,520
1820.0,520
2080.0,520
2340.0,520
